target,run_id,n_features,features
us_ig_oas_xl,L4W_F2W_R63d_T10bp_S0.0,80,"z60_sp_indfin_1y,d20_sp_corp_aa_3y,lvl_us_bei_10y,z60_cd_91d,sp_corp_aa_3y,lvl_wti,d20_usdkrw_range,z60_ktb_30y,usdkrw_range,z60_sp_kepco_5y,kr_growth_ip_total_yoy,z60_cd_base_spread,z60_us_spr_2_10,z60_us_ig_oas_xl,z252_ktb_5y,ret20_usdkrw,ret1_jpykrw,ret20_jpykrw,lvl_brent,d5_us_spr_10_30,z60_sp_corp_aa_3y,z60_us_spr_10_30,z252_ktb_1y,z60_yh_gold,slope_10y3y ..."
us_spr_10_30,L4W_F2W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_spr_2_10,L4W_F2W_R63d_T10bp_S0.0,80,"z252_cd_base_spread,kr_growth_ip_total_mom,d20_slope_10y3y,d20_sp_corp_bbb_3y,vol20_ktb_3y,d20_ktb_10y,z60_sp_corp_bbb_3y,d20_tedrate,lvl_us_ffr,z60_brent,ret20_jpykrw,kr_price_ppi_total_mom,z60_tedrate,d20_us_spr_5_30,z60_sp_corp_aa_3y,z60_us_spr_10_30,z60_kospi,d20_bfly_3_5_10,z60_vixcls,z60_us_spr_2_10,z60_ktb_1y,d20_ktb_20y,d5_ktb_20y,d20_us_ig_oas_xl,d5_ktb_10y ..."
us_spr_5_30,L4W_F2W_R63d_T10bp_S0.0,80,"z252_ktb_3y,z60_sp_indfin_1y,kr_price_ppi_total_mom,d5_ktb_1y,z252_us_spr_5_30,vol20_ktb_3y,d20_us_bei_10y,z60_ktb_20y,z60_ktb_5y,z60_us_ig_oas_xl,z60_us_ffr,d5_us_spr_10_30,kr_growth_ip_total_mom,z60_bfly_3_5_10,d20_sp_corp_bbb_3y,z60_us_spr_10_30,z60_sp500,kr_growth_ip_total_yoy,slope_30y10y,d5_slope_10y3y,z60_sp_corp_bbb_3y,d5_brent,d20_us_spr_5_30,d20_bfly_3_5_10,d60_bfly_3_5_10 ..."
ktb_10y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_us_ffr,sp_corp_aa_3y,d60_bfly_3_5_10,z252_cd_base_spread,lvl_usdkrw,z60_sp_corp_aa_3y,d20_sp_indfin_1y,z60_us_ig_oas_xl,d60_ktb_1y,d60_ktb3y_base_spread,d60_ktb_30y,z60_yh_dxy,z60_cd_base_spread,z60_sp_indfin_1y,d20_vixcls,z252_cd_91d,z252_bfly_3_5_10,d20_bfly_3_5_10,d20_sp_corp_aa_3y,z60_sp_kepco_5y,vol20_ktb_3y,d20_brent,d20_us_bei_5y5y,d20_us_real_10y,d20_wti ..."
ktb_30y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_us_ffr,d20_yh_dxy,lvl_usdkrw,vol20_kospi,d20_us_2y,fgn_kospi_cum20,z60_sp_indfin_1y,z60_us_bei_10y,d20_usdkrw_range,z252_cd_91d,sp_indfin_1y,d60_ktb_30y,kr_growth_ip_total_mom,z252_cd_base_spread,z60_yh_dxy,lvl_yh_gold,d60_ktb_20y,z60_eurkrw,fgn_kospi,d20_yh_gold,d5_slope_10y3y,z60_tedrate,lvl_ktb_3y,vol20_ktb_3y,vol20_ktb_5y ..."
ktb_3y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_indfin_1y,fgn_kospi_cum20,z60_sp_corp_aa_3y,slope_10y3y,sp_corp_aa_3y,d20_vixcls,z60_us_ffr,ret20_jpykrw,z60_us_bei_10y,ret20_usdkrw,d20_yh_dxy,vol20_ktb_3y,z60_sp_indfin_1y,z252_cd_91d,z60_brent,z60_yh_dxy,d60_ktb3y_base_spread,vol20_kospi,z60_cd_91d,z60_sp500,z252_cd_base_spread,lvl_usdkrw,d20_slope_10y3y,z252_slope_10y3y,z60_usdkrw ..."
ktb_5y,L4W_F4W_R63d_T0bp_S0.0,80,"sp_corp_aa_3y,z60_sp_corp_aa_3y,vol20_ktb_10y,lvl_usdkrw,sp_kepco_5y,z60_eurkrw,vol20_ktb_3y,d20_us_ig_oas_xl,d20_usdkrw_range,z60_usdkrw,z252_bfly_3_5_10,z60_us_ig_oas_xl,z60_cd_base_spread,d5_wti,z60_yh_dxy,z60_us_ffr,d20_tedrate,z60_dxy_broad,z252_cd_base_spread,fgn_kospi_cum20,z60_sp_corp_bbb_3y,ret20_usdkrw,d20_ktb_1y,d60_slope_10y3y,z252_ktb3y_base_spread ..."
spread_aa_3y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_sp_corp_aa_3y,d20_usdkrw_range,kr_sent_csi_total_yoy,z60_sp_corp_bbb_3y,z60_sp_kepco_5y,d5_yh_dxy,kr_sent_csi_total_mom,vol20_ktb_3y,z60_cd_91d,ret20_kospi,sp_corp_aa_3y,d20_sp_kepco_5y,d20_wti,z252_cd_91d,d60_bfly_3_5_10,z252_cd_base_spread,d20_yh_dxy,d60_ktb_1y,z60_sp_indfin_1y,z60_us_ig_oas_xl,kr_growth_ip_total_yoy,kr_price_imp_price_mom,d60_ktb3y_base_spread,z60_cd_base_spread,lvl_us_bei_5y5y ..."
spread_bbb_3y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_corp_aa_3y,d20_sp_corp_bbb_3y,z60_kospi,z60_cd_base_spread,z60_sp_corp_bbb_3y,z60_cd_91d,z252_cd_base_spread,lvl_us_10y2y,z60_brent,z252_bfly_3_5_10,d20_wti,d20_slope_10y3y,d60_slope_10y3y,d60_ktb3y_base_spread,d20_usdkrw_range,fgn_kospi_cum20,ret20_eurkrw,z60_bfly_3_5_10,ret20_usdkrw,sp_kepco_5y,z60_us_ig_oas_xl,z60_sp_indfin_1y,z60_sp_corp_aa_3y,z60_usdkrw,us_payems_yoy ..."
spread_kepco_5y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_corp_bbb_3y,d20_sp_kepco_5y,z60_sp_kepco_5y,sp_kepco_5y,z60_sp_corp_bbb_3y,kr_growth_ip_total_mom,d20_bfly_3_5_10,bfly_3_5_10,z60_us_2y,z60_yh_dxy,vol20_ktb_3y,z60_cd_base_spread,z60_sp_corp_aa_3y,z60_kospi,d20_yh_gold,fgn_kospi_cum20,slope_10y3y,z60_eurkrw,d20_usdkrw_range,z60_us_ig_oas_xl,z252_cd_base_spread,z60_brent,z60_wti,z252_slope_10y3y,d20_ktb_1y ..."
spread_ktb_10_30,L4W_F4W_R63d_T0bp_S0.0,80,"vol20_kospi,z60_sp_indfin_1y,ret20_eurkrw,d20_ktb3y_base_spread,z60_us_ffr,kr_growth_ip_total_yoy,vol20_ktb_3y,d20_us_real_10y,d20_yh_gold,d20_slope_30y10y,z60_cd_base_spread,z60_usdkrw,z60_sp_kepco_5y,z60_slope_30y10y,kr_price_imp_price_mom,z60_sp_corp_bbb_3y,fgn_kospi_cum20,z60_us_bei_10y,sp_kepco_5y,lvl_vixcls,z252_cd_base_spread,z60_yh_gold,z252_slope_30y10y,d5_bfly_3_5_10,sp_corp_aa_3y ..."
spread_ktb_3_10,L4W_F4W_R63d_T0bp_S0.0,80,"z60_kospi,z252_cd_base_spread,z60_cd_base_spread,z60_yh_gold,z252_ktb3y_base_spread,z60_jpykrw,slope_10y3y,z60_sp_kepco_5y,d20_usdkrw_range,kr_growth_ip_total_mom,z60_ktb_20y,z60_wti,d20_slope_30y5y,z60_sp_corp_bbb_3y,z60_sp_corp_aa_3y,d60_ktb3y_base_spread,z252_ktb_3y,z252_us_spr_5_30,d20_yh_gold,d20_slope_10y3y,z60_us_bei_5y5y,d5_wti,d20_yh_dxy,lvl_usdkrw,kr_growth_ip_total_yoy ..."
spread_ktb_5_30,L4W_F4W_R63d_T0bp_S0.0,80,"sp_kepco_5y,z60_slope_30y10y,d60_bfly_3_5_10,fgn_kospi_cum20,ret20_usdkrw,d20_ktb_1y,d60_slope_30y5y,z60_us_ffr,us_pce_core_yoy,z252_cd_base_spread,z60_slope_30y5y,d20_usdkrw_range,z252_cd_91d,sp_indfin_1y,d20_slope_30y5y,z252_us_spr_2_10,d20_sp_corp_aa_3y,d20_sp_corp_bbb_3y,kr_growth_ip_total_mom,d60_slope_30y10y,kr_growth_cli_lead_mom,slope_10y3y,kr_price_imp_price_mom,z252_slope_10y3y,vol20_ktb_3y ..."
us_10y_xl,L4W_F4W_R63d_T0bp_S0.0,80,"z60_us_5y,z60_sp_kepco_5y,z60_us_2y,z60_cd_91d,vol20_kospi,vol20_ktb_3y,d20_usdkrw_range,sp_kepco_5y,d60_slope_10y3y,z60_cd_base_spread,vol20_ktb_5y,z252_cd_91d,z60_bfly_3_5_10,lvl_us_5y,d20_slope_10y3y,z60_us_ig_oas_xl,kr_growth_ip_total_yoy,d20_yh_gold,ret20_usdkrw,z252_us_spr_10_30,d20_sp_indfin_1y,z60_jpykrw,d20_brent,z252_us_spr_5_30,ret1_sp500 ..."
us_ig_oas_xl,L4W_F4W_R63d_T0bp_S0.0,80,"lvl_us_ig_oas_xl,vol20_kospi,z252_cd_base_spread,d20_usdkrw_range,kr_sent_csi_total_mom,ret20_jpykrw,z60_cd_91d,z60_cd_base_spread,ret20_eurkrw,usdkrw_range,z60_sp_indfin_1y,vol20_ktb_10y,z60_kospi,lvl_wti,ret20_usdkrw,d60_cd_91d,fgn_kospi_cum20,lvl_usdkrw,bfly_3_5_10,d60_bfly_3_5_10,d60_cd_base_spread,z60_sp_corp_aa_3y,z252_cd_91d,lvl_yh_gold,z60_eurkrw ..."
us_spr_10_30,L4W_F4W_R63d_T0bp_S0.0,80,"z252_cd_base_spread,ret20_kospi,vol20_kospi,kr_growth_cli_lead_yoy,d60_ktb3y_base_spread,z60_sp500,z60_cd_91d,d20_sp_corp_bbb_3y,z252_bfly_3_5_10,z252_cd_91d,z60_sp_indfin_1y,z252_slope_30y5y,d20_sp_kepco_5y,d5_yh_dxy,z60_us_ffr,fgn_kospi_cum20,d5_slope_10y3y,d20_bfly_3_5_10,z252_us_spr_10_30,z60_cd_base_spread,d20_yh_gold,kr_price_imp_price_mom,z60_yh_gold,z60_sp_corp_bbb_3y,z60_jpykrw ..."
us_spr_2_10,L4W_F4W_R63d_T0bp_S0.0,80,"d20_brent,z252_cd_base_spread,d60_slope_10y3y,d20_usdkrw_range,ret1_sp500,z60_usdkrw,ret20_eurkrw,z60_yh_gold,z60_wti,kr_growth_ip_total_mom,ret20_kospi,z60_sp_indfin_1y,z252_us_spr_2_10,z252_cd_91d,d20_sp_corp_aa_3y,z60_bfly_3_5_10,lvl_wti,sp_kepco_5y,z60_sp_kepco_5y,z60_sp_corp_bbb_3y,us_indpro_yoy,z60_cd_base_spread,d60_cd_base_spread,d20_wti,kr_price_ppi_total_mom ..."
us_spr_5_30,L4W_F4W_R63d_T0bp_S0.0,80,"fgn_kospi_cum20,d20_sp_kepco_5y,vol20_kospi,slope_30y5y,d20_us_bei_5y5y,z60_cd_base_spread,sp_kepco_5y,z252_us_spr_5_30,z60_sp_corp_bbb_3y,d60_bfly_3_5_10,d20_brent,d20_us_spr_5_30,kr_sent_csi_total_lvl,z252_cd_base_spread,z60_eurkrw,z60_sp500,bfly_3_5_10,ktb3y_base_spread,vol20_ktb_3y,sp_indfin_1y,z60_sp_corp_aa_3y,z60_us_spr_10_30,z252_us_spr_10_30,slope_30y10y,z252_cd_91d ..."
ktb_10y,L4W_F4W_R63d_T10bp_S0.0,80,"z60_us_ffr,z60_tedrate,d20_yh_gold,z60_sp_corp_aa_3y,us_cpi_core_yoy,kr_price_cpi_total_mom,z252_cd_91d,d20_brent,z60_ktb_10y,vol20_ktb_3y,d20_sp_corp_aa_3y,d20_us_bei_5y5y,z60_kospi,z60_ktb_20y,d60_slope_30y10y,z60_ktb_1y,z252_ktb3y_base_spread,z60_sp_corp_bbb_3y,d20_sp_indfin_1y,d20_wti,z60_eurkrw,d20_ktb_30y,z60_bfly_3_5_10,d20_us_bei_10y,d5_us_spr_2_10 ..."
ktb_30y,L4W_F4W_R63d_T10bp_S0.0,80,"z60_ktb_20y,z60_cd_91d,z60_us_ig_oas_xl,ret20_jpykrw,z60_ktb_10y,vol20_ktb_3y,d20_us_spr_5_30,ret20_kospi,vol20_ktb_5y,d20_sp_corp_bbb_3y,lvl_brent,d60_ktb_3y,z252_cd_base_spread,z60_sp_indfin_1y,z252_cd_91d,z252_ktb_20y,z60_ktb_30y,d20_cd_91d,d20_us_spr_10_30,vol20_ktb_10y,kr_growth_cli_lead_mom,kr_price_cpi_total_mom,z252_slope_30y5y,lvl_yh_gold,lvl_usdkrw ..."
ktb_3y,L4W_F4W_R63d_T10bp_S0.0,80,"z60_ktb_5y,d20_sp_indfin_1y,slope_10y3y,d60_cd_91d,ret20_jpykrw,d20_yh_gold,d5_us_spr_5_30,d20_ktb_3y,z60_us_ffr,ktb3y_base_spread,z60_ktb_1y,z60_sp_indfin_1y,lvl_eurkrw,ret20_kospi,kr_price_ppi_total_mom,kr_sent_csi_total_mom,lvl_wti,z252_slope_30y5y,d20_us_30y,d5_us_bei_10y,z60_kospi,z252_cd_base_spread,lvl_us_30y,d5_slope_10y3y,z60_us_spr_10_30 ..."
ktb_5y,L4W_F4W_R63d_T10bp_S0.0,80,"z60_cd_base_spread,d20_ktb_1y,d60_slope_10y3y,z60_eurkrw,slope_10y3y,d20_sp_kepco_5y,lvl_us_ig_oas_xl,z60_sp_corp_bbb_3y,z60_brent,d20_yh_gold,fgn_kospi_cum20,d20_ktb_5y,z60_vol_kospi,usdkrw_range,d20_sp_corp_aa_3y,d5_us_10y2y,kr_price_cpi_total_mom,sp_corp_aa_3y,z60_us_10y3m,d20_us_ig_oas_xl,ret20_usdkrw,z60_usdkrw,z60_jpykrw,ret20_kospi,d5_bfly_3_5_10 ..."
spread_aa_3y,L4W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_bbb_3y,L4W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_ktb_10_30,L4W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_ktb_3_10,L4W_F4W_R63d_T10bp_S0.0,80,"d60_slope_10y3y,ret20_kospi,d20_slope_10y3y,z60_kospi,z60_us_ffr,fgn_kospi_cum20,d20_usdkrw_range,z252_ktb_3y,d60_ktb_20y,z252_ktb_20y,z60_slope_10y3y,z60_us_ig_oas_xl,z252_cd_base_spread,z60_us_spr_10_30,d60_ktb_1y,d20_ktb_3y,vol20_ktb_3y,vol20_ktb_10y,z60_us_spr_2_10,d20_sp_corp_bbb_3y,z252_cd_91d,d60_cd_base_spread,d20_ktb_10y,d5_slope_10y3y,d20_cd_base_spread ..."
spread_ktb_5_30,L4W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_10y_xl,L4W_F4W_R63d_T10bp_S0.0,80,"z60_sp_kepco_5y,kr_growth_ip_total_yoy,d60_slope_10y3y,z60_us_2y,lvl_us_5y,z60_us_5y,ret20_jpykrw,d60_cd_91d,sp_kepco_5y,vol20_kospi,d60_ktb_5y,z60_cd_91d,d20_us_ig_oas_xl,z252_cd_91d,d60_ktb3y_base_spread,z60_us_ffr,z60_cd_base_spread,z60_sp_corp_bbb_3y,d20_usdkrw_range,d20_bfly_3_5_10,sp_corp_bbb_3y,z60_sp_corp_aa_3y,vol20_ktb_5y,z60_us_10y3m,d20_dxy_broad ..."
us_ig_oas_xl,L4W_F4W_R63d_T10bp_S0.0,80,"lvl_wti,z60_cd_base_spread,usdkrw_range,ret20_jpykrw,z60_kospi,z60_sp_indfin_1y,lvl_usdkrw,bfly_3_5_10,d20_us_ig_oas_xl,z60_sp_corp_aa_3y,z252_cd_base_spread,z60_sp_corp_bbb_3y,ret20_eurkrw,kr_price_cpi_total_mom,z60_us_spr_5_30,d60_bfly_3_5_10,z60_yh_dxy,ret20_usdkrw,z60_eurkrw,d20_slope_10y3y,d20_tedrate,z252_us_spr_2_10,z60_us_ig_oas_xl,vol20_kospi,z60_vol_kospi ..."
us_spr_10_30,L4W_F4W_R63d_T10bp_S0.0,80,"z60_us_spr_10_30,z60_usdkrw,us_cpi_core_yoy,d20_us_spr_10_30,ret20_usdkrw,kr_sent_csi_total_lvl,lvl_us_ffr,d5_yh_dxy,z252_bfly_3_5_10,z60_us_spr_5_30,fgn_kospi,slope_10y3y,d20_sp_corp_bbb_3y,ret1_eurkrw,z60_brent,d20_tedrate,vol20_kospi,d60_ktb_10y,vol20_ktb_10y,lvl_us_bei_5y5y,kr_price_imp_price_mom,d20_us_spr_5_30,vol20_ktb_5y,kr_price_cpi_total_mom,d20_slope_10y3y ..."
us_spr_2_10,L4W_F4W_R63d_T10bp_S0.0,80,"ret20_kospi,d20_usdkrw_range,d20_brent,kr_growth_ip_total_yoy,z60_sp_corp_bbb_3y,d60_cd_91d,d20_sp_corp_aa_3y,z252_ktb_10y,z60_us_ig_oas_xl,lvl_wti,z252_cd_91d,z60_yh_gold,z252_us_spr_2_10,z60_kospi,d20_ktb_10y,sp_kepco_5y,z252_us_spr_10_30,kr_growth_ip_total_mom,lvl_usdkrw,z252_slope_10y3y,d60_bfly_3_5_10,z60_sp_kepco_5y,z60_bfly_3_5_10,d20_ktb_5y,d60_slope_10y3y ..."
us_spr_5_30,L4W_F4W_R63d_T10bp_S0.0,80,"z252_us_spr_5_30,kr_growth_ip_total_yoy,d20_sp_kepco_5y,z60_sp_corp_bbb_3y,z60_yh_gold,lvl_wti,kr_price_ppi_total_mom,bfly_3_5_10,z60_us_2y,z60_kospi,kr_sent_csi_total_lvl,sp_kepco_5y,ret20_kospi,z60_us_bei_5y5y,us_pce_core_yoy,d60_ktb_1y,z60_cd_base_spread,z60_sp500,vol20_kospi,d5_ktb_1y,d20_ktb_1y,vol20_ktb_10y,z60_sp_indfin_1y,d20_usdkrw_range,z252_ktb_10y ..."
ktb_10y,L8W_F2W_R63d_T0bp_S0.0,80,"vol20_kospi,d20_bfly_3_5_10,z252_ktb_10y,d20_usdkrw_range,z60_sp_kepco_5y,z60_yh_gold,d60_slope_10y3y,z60_cd_base_spread,d20_sp_kepco_5y,d20_slope_10y3y,d20_sp_indfin_1y,z60_us_ffr,ret20_jpykrw,z60_ktb_1y,z60_sp500,z60_us_ig_oas_xl,z252_ktb_20y,z60_us_spr_2_10,z252_cd_91d,z60_cd_91d,z252_cd_base_spread,z60_sp_indfin_1y,ret20_usdkrw,d20_ktb_20y,vol20_ktb_3y ..."
ktb_30y,L8W_F2W_R63d_T0bp_S0.0,80,"kr_sent_csi_total_lvl,z60_us_ffr,z252_cd_91d,lvl_us_real_10y,z60_us_ig_oas_xl,d60_ktb_20y,z60_ktb_30y,vol20_kospi,d20_brent,d60_ktb_10y,d20_cd_91d,z60_tedrate,z60_slope_10y3y,z252_us_spr_10_30,us_indpro_yoy,d20_usdkrw_range,z252_cd_base_spread,lvl_vixcls,d60_ktb_5y,d20_yh_gold,ret20_usdkrw,us_indpro_lvl,d5_ktb_20y,lvl_eurkrw,d60_bfly_3_5_10 ..."
ktb_3y,L8W_F2W_R63d_T0bp_S0.0,80,"d60_ktb3y_base_spread,d20_vixcls,d20_slope_10y3y,z60_cd_base_spread,vol20_kospi,z60_jpykrw,z60_sp_kepco_5y,d20_brent,z60_slope_30y10y,d20_sp_kepco_5y,vol20_ktb_10y,z60_sp_corp_bbb_3y,lvl_us_spr_5_30,z60_tedrate,z252_ktb_1y,z60_slope_10y3y,z60_us_bei_10y,z60_sp500,z60_ktb_1y,vol20_ktb_3y,z60_usdkrw,d60_ktb_1y,z252_cd_base_spread,d20_us_real_10y,z252_cd_91d ..."
ktb_5y,L8W_F2W_R63d_T0bp_S0.0,80,"z60_ktb_1y,z60_yh_gold,d60_ktb_5y,d60_bfly_3_5_10,z60_ktb_5y,d60_ktb_10y,z60_tedrate,ret20_usdkrw,d20_yh_dxy,d20_yh_gold,z60_yh_dxy,d60_ktb_3y,z60_cd_91d,z60_us_ig_oas_xl,d20_us_real_10y,z60_sp_indfin_1y,z60_dxy_broad,z60_cd_base_spread,z60_slope_10y3y,z60_vol_kospi,z60_ktb_10y,z252_ktb_10y,d60_ktb3y_base_spread,z252_cd_base_spread,z252_us_spr_5_30 ..."
spread_aa_3y,L8W_F2W_R63d_T0bp_S0.0,80,"z60_sp_indfin_1y,z60_sp_corp_aa_3y,d20_sp_kepco_5y,lvl_usdkrw,vol20_ktb_3y,kr_sent_csi_total_mom,z60_sp_corp_bbb_3y,z252_ktb_20y,lvl_us_2y,z60_tedrate,fgn_kospi_cum20,z60_kospi,d20_us_real_10y,z60_brent,z60_cd_base_spread,z60_ktb_1y,d5_yh_gold,z60_eurkrw,vol20_ktb_10y,z60_us_spr_5_30,z60_us_ig_oas_xl,vol20_kospi,d20_sp_corp_aa_3y,z60_yh_gold,z252_cd_91d ..."
spread_bbb_3y,L8W_F2W_R63d_T0bp_S0.0,80,"z60_us_ig_oas_xl,vol20_kospi,lvl_yh_dxy,d20_slope_10y3y,us_indpro_lvl,d20_yh_gold,sp_kepco_5y,z60_sp_kepco_5y,fgn_kospi,z60_sp_corp_bbb_3y,lvl_jpykrw,lvl_yh_gold,z60_dxy_broad,vol20_ktb_3y,z60_yh_gold,lvl_brent,fgn_kospi_cum20,lvl_dxy_broad,ret20_kospi,d20_sp_indfin_1y,z60_yh_dxy,d20_us_30y,z60_sp_corp_aa_3y,z60_brent,d20_us_ig_oas_xl ..."
spread_kepco_5y,L8W_F2W_R63d_T0bp_S0.0,80,"vol20_kospi,d20_sp_corp_aa_3y,d20_sp_kepco_5y,z60_sp_corp_aa_3y,z60_us_spr_5_30,z60_us_ig_oas_xl,z60_brent,bfly_3_5_10,d60_ktb_5y,ret20_usdkrw,d5_us_spr_5_30,d20_slope_10y3y,z60_sp_indfin_1y,z60_us_ffr,d20_brent,z60_cd_base_spread,fgn_kospi_cum20,d20_bfly_3_5_10,d20_tedrate,d20_yh_gold,sp_kepco_5y,z60_tedrate,lvl_yh_gold,vol20_ktb_5y,ret20_jpykrw ..."
spread_ktb_10_30,L8W_F2W_R63d_T0bp_S0.0,80,"z60_slope_30y10y,z60_us_ffr,d60_slope_30y5y,d20_yh_gold,z60_ktb3y_base_spread,z252_cd_base_spread,d20_sp_indfin_1y,z252_cd_91d,z252_slope_30y5y,d20_usdkrw_range,d60_bfly_3_5_10,d5_us_spr_5_30,d5_slope_30y5y,z60_sp_corp_bbb_3y,d20_brent,vol20_ktb_10y,vol20_kospi,kr_growth_ip_total_yoy,d5_us_spr_2_10,z60_eurkrw,lvl_yh_dxy,z60_cd_base_spread,z252_us_spr_5_30,d60_slope_30y10y,lvl_yh_gold ..."
spread_ktb_3_10,L8W_F2W_R63d_T0bp_S0.0,80,"z60_sp_corp_bbb_3y,z60_sp_kepco_5y,d60_slope_10y3y,d20_us_ig_oas_xl,d20_sp_indfin_1y,z252_us_spr_10_30,d60_bfly_3_5_10,z60_cd_91d,vol20_ktb_3y,d20_sp_corp_aa_3y,z60_us_ffr,z60_us_ig_oas_xl,d20_slope_10y3y,d20_vixcls,d20_slope_30y5y,z60_sp_corp_aa_3y,z60_ktb_1y,d60_ktb_30y,z60_yh_gold,lvl_usdkrw,z60_sp_indfin_1y,d20_usdkrw_range,z60_vol_kospi,ktb3y_base_spread,vol20_kospi ..."
spread_ktb_5_30,L8W_F2W_R63d_T0bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_10y_xl,L8W_F2W_R63d_T0bp_S0.0,80,"d20_sp_kepco_5y,z252_cd_91d,d5_yh_gold,lvl_usdkrw,z60_cd_base_spread,vol20_ktb_3y,vol20_ktb_5y,ret20_usdkrw,z60_eurkrw,vol20_ktb_10y,z252_slope_10y3y,d5_brent,z60_sp_corp_bbb_3y,z60_sp_kepco_5y,z60_wti,z60_kospi,d20_ktb3y_base_spread,z252_cd_base_spread,z60_dxy_broad,z60_cd_91d,z60_tedrate,lvl_yh_dxy,vol20_kospi,d60_bfly_3_5_10,z60_sp_corp_aa_3y ..."
us_ig_oas_xl,L8W_F2W_R63d_T0bp_S0.0,80,"lvl_us_ig_oas_xl,d20_sp_indfin_1y,z60_dxy_broad,ret20_kospi,d5_us_spr_10_30,d60_ktb3y_base_spread,z60_eurkrw,z60_sp_indfin_1y,z252_bfly_3_5_10,z60_sp_corp_aa_3y,z60_sp_kepco_5y,z60_us_bei_10y,z60_kospi,d5_brent,z252_us_spr_5_30,z60_sp_corp_bbb_3y,z60_brent,d20_us_ig_oas_xl,ret20_jpykrw,z60_cd_91d,d20_us_spr_5_30,vol20_ktb_3y,ret20_eurkrw,z60_yh_gold,d60_bfly_3_5_10 ..."
